Token.ID	Corpus	Text.ID	Genre	Comments	Type	Semantic.Relation	Whole.Genitive	Whole.Sentence	Possessor	Possessor.Head	Possessor.Expression.Type	Final.Sibilant	Possessum	Possessum.Head	Possessor.Animacy	Possessum.Animacy	Possessor.Givenness	Possessor.Word.Count	Possessum.Word.Count	Possessor.Syl.Count	Possessum.Syl.Count	Prior.Genitive	Possessor.Animacy.Bin	Possessum.Animacy.Bin	Semantic.Relation.Bin	TypeTokenRatio	PossessorFreq	PossessumFreq	PossessorTextFreq	PossessumTextFreq	PossessorLogTFreq	PossessumLogTFreq	Prior.Genitive.Bin	Genre.Bin
78	Frown	A03	Press		s	OTH	the workers' own medical needs	The bill , similar to a measure that Bush vetoed in 1990 , would require employers of 50 or more people to allow their workers unpaid leave , with health insurance kept in force , to care for a sick child , parent , husband or wife , or for the workers ' own medical needs , such as pregnancy .	the workers	workers	CommonN	Y	own medical needs	needs	human	inanimate abstract	g	2	2	2	3	s	Anim	Inanim	N	74	8	1	0.004	0.0005	-2.397940009	-3.301029996	Y	Press
79	Frown	A03	Press		s	OTH	President Boris Yeltsin's sudden cancellation of his trip to Japan	President Boris Yeltsin 's sudden cancellation of his trip to Japan unleashed an unusual round of recriminations as the Japanese government was accused of pressing an embattled Russian leader so hard on its territorial claims that it lost its best chance in decades to improve relations with Moscow .	President Boris Yeltsin	Yeltsin	ProperN	N	sudden cancellation of his trip to Japan	cancellation	human	inanimate abstract	n	3	3	3	7	s	Anim	Inanim	N	80	3	2	0.0015	0.001	-2.823908741	-3	Y	Press
80	Frown	A03	Press	deverbal	of	OTH	sudden cancellation of his trip to Japan	President Boris Yeltsin 's sudden cancellation of his trip to Japan unleashed an unusual round of recriminations as the Japanese government was accused of pressing an embattled Russian leader so hard on its territorial claims that it lost its best chance in decades to improve relations with Moscow .	his trip to Japan	trip	CommonN	N	sudden cancellation	cancellation	inanimate abstract	inanimate abstract	n	4	4	4	2	s	Inanim	Inanim	N	81	2	2	0.001	0.001	-3	-3	Y	Press
81	Frown	A03	Press		of	OTH	the closing days of World War II	The issue concerns a handful of islands in the Kurile chain north of Japan that were seized by the Soviet Union in the closing days of World War II .	World War II	World War II	ProperN	N	the closing days	days	inanimate abstract	time	n	3	3	NA	3	of	Inanim	Inanim	N	76	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Press
82	Frown	A03	Press		of	OTH	return of the islands	Japan has demanded the return of the islands , or at least recognition of Japanese sovereignty over them , as a prerequisite to improving relations with Moscow and considering large-scale economic aid and investment .	the islands	islands	CommonN	Y	return	return	place	inanimate abstract	g	2	2	2	1	of	Inanim	Inanim	N	83	4	1	0.002	0.0005	-2.698970004	-3.301029996	N	Press
83	Frown	A03	Press		s	OTH	The country's elite	The country 's elite seems to be sharply divided between those who say that a geographically small , resource-poor nation must never give up an inch and those who argue that Japan is rich enough to afford placing the issue on hold until Russia is stable .	The country	country	CommonN	N	elite	elite	place	collective human	n	2	2	2	1	of	Inanim	Inanim	N	79	2	1	0.001	0.0005	-3	-3.301029996	N	Press
84	Frown	A03	Press		of	OTH	governor of Hokkaido	The unusual criticism of Japan 's hard-line approach came from the governor of Hokkaido , the Japanese territory closest to the disputed region , who told reporters that Japan had `` aimed to gain 100 points and eventually got zero . ''	Hokkaido	Hokkaido	ProperN	N	governor	governor	place	human	n	1	1	1	1	s	Inanim	Anim	N	77	2	3	0.001	0.0015	-3	-2.823908741	Y	Press
85	Frown	A03	Press		s	OTH	Japan's hard-line approach	The unusual criticism of Japan 's hard-line approach came from the governor of Hokkaido , the Japanese territory closest to the disputed region , who told reporters that Japan had `` aimed to gain 100 points and eventually got zero . ''	Japan	Japan	ProperN	N	hard-line approach	approach	place	inanimate abstract	g	1	1	1	NA	of	Inanim	Inanim	N	74	19	4	0.0095	0.002	-2.022276395	-2.698970004	N	Press
86	Frown	A03	Press		of	OTH	The unusual criticism of Japan 's hard-line approach	The unusual criticism of Japan 's hard-line approach came from the governor of Hokkaido , the Japanese territory closest to the disputed region , who told reporters that Japan had `` aimed to gain 100 points and eventually got zero . ''	Japan 's hard-line approach	approach	CommonN	N	The unusual criticism	criticism	inanimate abstract	inanimate abstract	n	4	4	NA	3	s	Inanim	Inanim	N	76	4	1	0.002	0.0005	-2.698970004	-3.301029996	Y	Press
87	Frown	A03	Press		s	OTH	Hokkaido's proximity	Because of Hokkaido 's proximity to Russia , popular sentiment there has favored a compromise on the territorial issue as a means to improve economic ties .	Hokkaido	Hokkaido	ProperN	N	proximity	proximity	place	inanimate abstract	n	1	1	1	1	of	Inanim	Inanim	N	77	2	1	0.001	0.0005	-3	-3.301029996	N	Press
88	Frown	A03	Press		s	OTH	the Japanese Foreign Ministry's preoccupation	Business officials , who have been critical of the Japanese Foreign Ministry 's preoccupation with the islands , said yesterday that they feared that the trip 's cancellation would doom any chance for Japan to make major investments in the Russian Far East for years .	the Japanese Foreign Ministry	Ministry	ProperN	N	preoccupation	preoccupation	collective human	inanimate abstract	n	4	4	4	1	s	Inanim	Inanim	N	78	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
89	Frown	A03	Press	deverbal	s	OTH	the trip's cancellation	Business officials , who have been critical of the Japanese Foreign Ministry 's preoccupation with the islands , said yesterday that they feared that the trip 's cancellation would doom any chance for Japan to make major investments in the Russian Far East for years .	the trip	trip	CommonN	N	cancellation	cancellation	inanimate abstract	inanimate abstract	n	2	2	2	1	s	Inanim	Inanim	N	82	2	2	0.001	0.001	-3	-3	Y	Press
90	Frown	A03	Press		s	OTH	Japan's position	Although the United States supports Japan 's position , Germany and other nations have grown testy about Japan 's continued refusal to shoulder much of the aid burden for Russia .	Japan	Japan	ProperN	N	position	position	place	inanimate abstract	g	1	1	1	1	s	Inanim	Inanim	N	80	19	1	0.0095	0.0005	-2.022276395	-3.301029996	Y	Press
91	Frown	A03	Press	deverbal	s	OTH	Japan's continued refusal	Although the United States supports Japan 's position , Germany and other nations have grown testy about Japan 's continued refusal to shoulder much of the aid burden for Russia .	Japan	Japan	ProperN	N	continued refusal	refusal	place	inanimate abstract	g	1	1	1	2	s	Inanim	Inanim	N	79	19	1	0.0095	0.0005	-2.022276395	-3.301029996	Y	Press
92	Frown	A03	Press		s	OTH	Japan's leaders	Critics claimed that Japan 's leaders pushed the embattled Russian president too far , wildly misjudged the depth of public sentiment in Moscow and ultimately set their own cause back by years .	Japan	Japan	ProperN	N	leaders	leaders	place	human	g	1	1	1	1	s	Inanim	Anim	N	83	19	1	0.0095	0.0005	-2.022276395	-3.301029996	Y	Press
93	Frown	A03	Press		of	OTH	depth of public sentiment	Critics claimed that Japan 's leaders pushed the embattled Russian president too far , wildly misjudged the depth of public sentiment in Moscow and ultimately set their own cause back by years .	public sentiment	sentiment	CommonN	N	depth	depth	inanimate abstract	inanimate abstract	n	2	2	2	1	s	Inanim	Inanim	N	82	2	1	0.001	0.0005	-3	-3.301029996	Y	Press
94	Frown	A03	Press		of	OTH	reacquisition of a group of ice-encrusted volcanic islands	`` Everyone was so intent on exploiting the moment that no one stopped to listen to the Russians , '' he said - or to seriously consider arguments that funneling large&rehy;scale aid to Russia should take priority over the reacquisition of a group of ice-encrusted volcanic islands .	a group of ice-encrusted volcanic islands	group	CommonN	Y	reacquisition	reacquisition	collective human	inanimate abstract	n	6	6	NA	1	of	Inanim	Inanim	N	74	1	1	5e-4	0.0005	-3.301029996	-3.301029996	N	Press
95	Frown	A03	Press		s	OTH	Russia's subsidized oil prices	Russian President Boris Yeltsin , one day after scrapping a visit to Japan , approved a doubling of Russia 's subsidized oil prices , indicating that he is more willing to expend political capital on unpopular economic reform than on unpopular foreign policy ventures .	Russia	Russia	ProperN	N	subsidized oil prices	prices	place	inanimate abstract	g	1	1	1	3	of	Inanim	Inanim	N	82	15	2	0.0075	0.001	-2.124938737	-3	N	Press
96	Frown	A03	Press		of	OTH	a doubling of Russia 's subsidized oil prices	Russian President Boris Yeltsin , one day after scrapping a visit to Japan , approved a doubling of Russia 's subsidized oil prices , indicating that he is more willing to expend political capital on unpopular economic reform than on unpopular foreign policy ventures .	Russia 's subsidized oil prices	prices	CommonN	Y	a doubling	doubling	inanimate abstract	inanimate abstract	n	5	5	NA	2	s	Inanim	Inanim	N	84	2	1	0.001	0.0005	-3	-3.301029996	Y	Press
97	Frown	A03	Press		s	OTH	Russia's vital but aging oil industry	The higher oil prices , which a deputy prime minister said will take effect soon , are needed to bring in dollars and encourage investment in Russia 's vital but aging oil industry , officials said .	Russia	Russia	ProperN	N	vital but aging oil industry	industry	place	inanimate abstract	g	1	1	1	5	of	Inanim	Inanim	N	93	15	1	0.0075	0.0005	-2.124938737	-3.301029996	N	Press
99	Frown	A04	Press		s	OTH	Yeltsin's abrupt postponement	The pleas came as the Russian press began blaming Japan 's `` hysterical '' environment for contributing to Yeltsin 's abrupt postponement .	Yeltsin	Yeltsin	ProperN	N	abrupt postponement	postponement	human	inanimate abstract	g	1	1	1	2	s	Anim	Inanim	N	82	9	5	0.0045	0.0025	-2.346787486	-2.602059991	Y	Press
100	Frown	A04	Press		s	OTH	Russia's nuclear power plants	Tokyo has promised $100 million in humanitarian aid and cooperation for the safety of Russia 's nuclear power plants , part of a $24-billion package offered by the Group of Seven -LBR- G-7 -RBR- industrial nations earlier this year to help the former Soviet Union pull out of its economic crisis .	Russia	Russia	ProperN	N	nuclear power plants	plants	place	inanimate concrete	g	1	1	1	3	s	Inanim	Inanim	N	80	13	1	0.0065	0.0005	-2.187086643	-3.301029996	Y	Press
101	Frown	A04	Press		of	OTH	the safety of Russia's nuclear power plants	Tokyo has promised $100 million in humanitarian aid and cooperation for the safety of Russia 's nuclear power plants , part of a $24-billion package offered by the Group of Seven -LBR- G-7 -RBR- industrial nations earlier this year to help the former Soviet Union pull out of its economic crisis .	Russia's nuclear power plants	plants	CommonN	Y	the safety	safety	inanimate concrete	inanimate abstract	n	4	4	4	2	s	Inanim	Inanim	N	80	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
102	Frown	A04	Press		of	OTH	close of World War II	But the Japanese press reported Thursday that Russia had been seeking a whopping $50-billion package of long-term aid from Japan , a request categorically turned down by officials here as settling the dispute over four small islands seized by the Red Army at the close of World War II .	World War II	World War II	ProperN	N	close	close	inanimate abstract	inanimate abstract	n	3	3	NA	1	of	Inanim	Inanim	N	84	1	2	5e-4	0.001	-3.301029996	-3	N	Press
103	Frown	A04	Press		s	OTH	Japan's northernmost main island	The islands , at the southern end of the Kuril chain , are off Japan 's northernmost main island , Hokkaido .	Japan	Japan	ProperN	N	northernmost main island	island	place	place	g	1	1	1	3	of	Inanim	Inanim	N	83	21	5	0.0105	0.0025	-1.978810701	-2.602059991	N	Press
104	Frown	A04	Press		of	OTH	the southern end of the Kuril chain	The islands , at the southern end of the Kuril chain , are off Japan 's northernmost main island , Hokkaido .	the Kuril chain	chain	CommonN	N	the southern end	end	inanimate abstract	inanimate abstract	n	3	3	NA	3	s	Inanim	Inanim	N	84	1	3	5e-4	0.0015	-3.301029996	-2.823908741	Y	Press
105	Frown	A04	Press		s	OTH	Japan's modern diplomatic history	Yeltsin 's sudden action , coming just three days before his scheduled arrival in Tokyo on Sunday , is almost without precedent in Japan 's modern diplomatic history , and it included a snub of the imperial family , which had planned a welcome party .	Japan	Japan	ProperN	N	modern diplomatic history	history	place	inanimate abstract	n	1	1	1	3	of	Inanim	Inanim	N	85	21	1	0.0105	0.0005	-1.978810701	-3.301029996	N	Press
106	Frown	A04	Press		s	OTH	Yeltsin's sudden action	Yeltsin 's sudden action , coming just three days before his scheduled arrival in Tokyo on Sunday , is almost without precedent in Japan 's modern diplomatic history , and it included a snub of the imperial family , which had planned a welcome party .	Yeltsin	Yeltsin	ProperN	N	sudden action	action	human	inanimate abstract	n	1	1	1	2	s	Anim	Inanim	N	82	9	2	0.0045	0.001	-2.346787486	-3	Y	Press
107	Frown	A04	Press		s	OTH	Tokyo's trust	The official said that the postponement has shattered Tokyo 's trust in Moscow and that any Russian pronouncements will be taken with even more skepticism in the future .	Tokyo	Tokyo	ProperN	N	trust	trust	place	collective human	g	1	1	1	1	s	Inanim	Inanim	N	79	7	1	0.0035	0.0005	-2.455931956	-3.301029996	Y	Press
108	Frown	A04	Press		of	OTH	chairman of a ceramics firm	Junichi Takemi , chairman of a ceramics firm , said it is just as well that Yeltsin will not come , because investing in Russia is like `` throwing money down a sewer . ''	a ceramics firm	firm	CommonN	N	chairman	chairman	collective human	human	n	3	3	3	1	s	Inanim	Anim	N	82	1	3	5e-4	0.0015	-3.301029996	-2.823908741	Y	Press
109	Frown	A04	Press		s	OTH	Russia's fussy demands	They were particularly irked about having to comply with Russia 's fussy demands for security at a sumo wrestling hall , which entailed building a bulletproof shield around the entire ring - only to see it go to waste .	Russia	Russia	ProperN	N	fussy demands	demands	place	inanimate abstract	g	1	1	1	2	of	Inanim	Inanim	N	80	13	1	0.0065	0.0005	-2.187086643	-3.301029996	N	Press
110	Frown	A04	Press		of	OTH	shape of Mt. Fuji	And the emperor 's family had to call off plans for a welcome party of 70 guests and a menu specially planned to accommodate Yeltsin 's tastes : grilled fish , cold smoked chicken , lamb roast and an ice cream dessert arranged in the shape of Mt. Fuji .	Mt. Fuji	Mt. Fuji	ProperN	N	shape	shape	place	inanimate abstract	n	2	2	NA	1	s	Inanim	Inanim	N	80	1	1	5e-4	0.0005	-3.301029996	-3.301029996	Y	Press
111	Frown	A04	Press		s	OTH	Yeltsin's tastes	And the emperor 's family had to call off plans for a welcome party of 70 guests and a menu specially planned to accommodate Yeltsin 's tastes : grilled fish , cold smoked chicken , lamb roast and an ice cream dessert arranged in the shape of Mt. Fuji .	Yeltsin	Yeltsin	ProperN	N	tastes	tastes	human	inanimate abstract	g	1	1	1	1	of	Anim	Inanim	N	82	9	1	0.0045	0.0005	-2.346787486	-3.301029996	N	Press
